Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT2BWOTYHmcywXLOLsdaV0Nx,Exchange,USDT,-33.00000000,NEXO,24.57770997,$32.83,-,-,"approved / Exchange Tether to NEXO Token",2024-06-17 17:05:54
NXT77EdaB8xP1Zg38cwN96SJp,Exchange Cashback,USDT,1.31846000,USDT,1.31846000,$1.32,-,-,"approved / 0.25 % on top of your Exchange transaction",2024-06-17 17:04:28
NXT6Ef4VrCWXfSBqHa6sPJIL,Exchange,EURX,-496.29000000,USDT,527.38390900,$527.00,-,-,"approved / Exchange EURX to Tether",2024-06-17 17:04:27
NXT1mHtxDmMRaTFyIhzF09aD4,Exchange Deposited On,EUR,-496.29000000,EURX,496.29000000,$531.03,-,-,"approved / EUR to EURX",2024-06-17 16:52:49
NXT4mBurIYnEXOkXtRrsEa5gz,Deposit To Exchange,EUR,496.29000000,EURX,496.29000000,$531.03,-,-,"approved / EUR Top Up",2024-06-17 16:52:49
NXT3G0oIz6RjDU1cz7AeTEI3q,Interest,USDT,1.14746300,USDT,1.14746300,$1.15,-,-,"approved / USDT Interest Earned",2024-06-17 05:00:00
NXTgYe0Iv08bQVd5bQWFZJ08,Interest,NEXO,0.03394705,NEXO,0.03394705,$0.05,-,-,"approved / NEXO Interest Earned",2024-06-17 05:00:00
NXT2UcDvNhB4VstrlzvSX3UP1,Interest,NEXO,0.03394340,NEXO,0.03394340,$0.05,-,-,"approved / NEXO Interest Earned",2024-06-16 05:00:00
NXTynkJdXcX529aFq2HkVJhQ,Interest,USDT,1.14713500,USDT,1.14713500,$1.15,-,-,"approved / USDT Interest Earned",2024-06-16 05:00:00
NXT5BTFfZ8amwowccOCRX8GnK,Interest,NEXO,0.03393976,NEXO,0.03393976,$0.05,-,-,"approved / NEXO Interest Earned",2024-06-15 05:00:00
NXT3tlD6zEmPJDfF493GC3YJt,Interest,USDT,1.14680700,USDT,1.14680700,$1.15,-,-,"approved / USDT Interest Earned",2024-06-15 05:00:00
NXT52A2JL6lBFvEpE9uCkln0K,Interest,USDT,1.14648000,USDT,1.14648000,$1.15,-,-,"approved / USDT Interest Earned",2024-06-14 05:00:00
NXT3dmR9mJZoUdbYsjGHgdJRg,Interest,NEXO,0.03393611,NEXO,0.03393611,$0.05,-,-,"approved / NEXO Interest Earned",2024-06-14 05:00:00
NXT7UTwMiDa5lLS0iBO6PPGLD,Interest,NEXO,0.03393246,NEXO,0.03393246,$0.05,-,-,"approved / NEXO Interest Earned",2024-06-13 05:00:00
NXToXbLwLnLXlLPlAifzEvoD,Interest,USDT,1.14615200,USDT,1.14615200,$1.15,-,-,"approved / USDT Interest Earned",2024-06-13 05:00:00
NXT6TnMWjsCbNvTG3nFOPxdlF,Interest,NEXO,0.03392882,NEXO,0.03392882,$0.05,-,-,"approved / NEXO Interest Earned",2024-06-12 05:00:00
NXT1nAEgVZvq9uybPGsXJvzqn,Interest,USDT,1.14582400,USDT,1.14582400,$1.15,-,-,"approved / USDT Interest Earned",2024-06-12 05:00:00
NXT3v2KV470K6fuZkQmq5h5k9,Interest,USDT,1.14549700,USDT,1.14549700,$1.14,-,-,"approved / USDT Interest Earned",2024-06-11 05:00:00
NXT170xMrwmKpqqeLk0hA4zCw,Interest,NEXO,0.03392517,NEXO,0.03392517,$0.05,-,-,"approved / NEXO Interest Earned",2024-06-11 05:00:00
NXT6Cnw11iN2ZZXDvCVJgEyd6,Interest,NEXO,0.03392153,NEXO,0.03392153,$0.05,-,-,"approved / NEXO Interest Earned",2024-06-10 05:00:00
NXT2jlmTKfhA5n9YWYiNe7ir4,Interest,USDT,1.14516900,USDT,1.14516900,$1.14,-,-,"approved / USDT Interest Earned",2024-06-10 05:00:00
NXT7hEbV441tZzvCJFSOufxxl,Interest,NEXO,0.03391788,NEXO,0.03391788,$0.05,-,-,"approved / NEXO Interest Earned",2024-06-09 05:00:00
NXT5B3EL0mOVXQme8MGNcAzPh,Interest,USDT,1.14484200,USDT,1.14484200,$1.14,-,-,"approved / USDT Interest Earned",2024-06-09 05:00:00
NXT6CFbqUcYgQQyhmQQdy0HVP,Interest,USDT,1.14451400,USDT,1.14451400,$1.14,-,-,"approved / USDT Interest Earned",2024-06-08 05:00:00
NXT2BHubjV7H7ndnTXV9EUeiy,Interest,NEXO,0.03391424,NEXO,0.03391424,$0.05,-,-,"approved / NEXO Interest Earned",2024-06-08 05:00:00
NXT62eEqZ67JJ5gVYgK5C9cqJ,Interest,NEXO,0.03391059,NEXO,0.03391059,$0.05,-,-,"approved / NEXO Interest Earned",2024-06-07 05:00:00
NXT1sQb1FdJUethx2XhGRMmXc,Interest,USDT,1.14418700,USDT,1.14418700,$1.14,-,-,"approved / USDT Interest Earned",2024-06-07 05:00:00
NXT1UajX3nY8HkyZdlysXP4nb,Interest,NEXO,0.03390695,NEXO,0.03390695,$0.05,-,-,"approved / NEXO Interest Earned",2024-06-06 05:00:00
NXT1EvZC9FqmCaGAipL9h20B7,Interest,USDT,1.14386000,USDT,1.14386000,$1.14,-,-,"approved / USDT Interest Earned",2024-06-06 05:00:00
NXT6VAq8499Ykdg1e0BoUFhyg,Exchange Cashback,NEXO,0.17300400,NEXO,0.17300400,$0.26,-,-,"approved / 0.25 % on top of your Exchange transaction",2024-06-05 17:46:19
NXT6BISkrpBotJXQG3diMQ1GP,Exchange,USDT,-103.00000000,NEXO,69.20159957,$102.23,-,-,"approved / Exchange Tether to NEXO Token",2024-06-05 17:46:18
NXT4RpJwOI1qSgaOlbcJDRuhQ,Interest,USDT,1.07127400,USDT,1.07127400,$1.07,-,-,"approved / USDT Interest Earned",2024-06-05 05:00:00
NXT1EJrG67sTj8kmguno312nX,Interest,NEXO,0.02644913,NEXO,0.02644913,$0.04,-,-,"approved / NEXO Interest Earned",2024-06-05 05:00:00
NXT7DDhMoacVrHLFSU8TbDvIU,Interest,NEXO,0.02644629,NEXO,0.02644629,$0.04,-,-,"approved / NEXO Interest Earned",2024-06-04 05:00:00
NXTJLUw14jTSIfQgtSCSxj7c,Interest,USDT,1.07099400,USDT,1.07099400,$1.07,-,-,"approved / USDT Interest Earned",2024-06-04 05:00:00
NXT73iOwgfaLz5y8SQO4NkDfN,Interest,NEXO,0.02644345,NEXO,0.02644345,$0.04,-,-,"approved / NEXO Interest Earned",2024-06-03 05:00:00
NXTPeTdp0onVBWR6XrdFpf8A,Interest,USDT,1.07071400,USDT,1.07071400,$1.07,-,-,"approved / USDT Interest Earned",2024-06-03 05:00:00
NXT77cUpHvdUWVvacVrssLPf5,Interest,NEXO,0.02644061,NEXO,0.02644061,$0.04,-,-,"approved / NEXO Interest Earned",2024-06-02 05:00:00
NXT1JeSkJWh31tyvqA3iD1AAF,Interest,USDT,1.07043500,USDT,1.07043500,$1.07,-,-,"approved / USDT Interest Earned",2024-06-02 05:00:00
NXT5BwjVVaN1YroXP1rrBa6fx,Interest,USDT,0.66188000,USDT,0.66188000,$0.66,-,-,"approved / USDT Interest Earned",2024-06-01 05:00:00
NXT1CUm0BN4mnaZDw0Ap5gql,Interest,NEXO,0.02643777,NEXO,0.02643777,$0.04,-,-,"approved / NEXO Interest Earned",2024-06-01 05:00:00
NXTbSvH8pF5RwLEtuME1iLvr,Withdrawal,USDT,-1800.00000000,USDT,1799.63917279,$1797.98,0.36082720,USDT,"approved / USDT withdrawal",2024-05-31 23:14:45
NXT5lO2bmzrxHA9ZGVYbVneU6,Exchange Cashback,USDT,8.40934400,USDT,8.40934400,$8.40,-,-,"approved / 0.25 % on top of your Exchange transaction",2024-05-31 18:33:25
NXT6QzyTpHB4MLH1tbs0pa1kp,Exchange,EURX,-3127.92000000,USDT,3363.73761200,$3360.22,-,-,"approved / Exchange EURX to Tether",2024-05-31 18:33:24
NXT5gQUNJGdwzVqwlzGg0xerD,Exchange Deposited On,EUR,-3127.92000000,EURX,3127.92000000,$3378.15,-,-,"approved / EUR to EURX",2024-05-31 18:31:45
NXT6ZOsxPVVn76RCVnLGwf2qd,Deposit To Exchange,EUR,3127.92000000,EURX,3127.92000000,$3378.15,-,-,"approved / EUR Top Up",2024-05-31 18:31:45
NXT7OM53bZOpPJUZNWRxdApSr,Interest,NEXO,0.02643493,NEXO,0.02643493,$0.04,-,-,"approved / NEXO Interest Earned",2024-05-31 05:00:00
NXT3qJaTyTanoRAPpL7rVBzEX,Interest,USDT,0.72212400,USDT,0.72212400,$0.72,-,-,"approved / USDT Interest Earned",2024-05-31 05:00:00
NXT6cXRobXFACY9p7LC5R3YWH,Interest,USDT,0.72191800,USDT,0.72191800,$0.72,-,-,"approved / USDT Interest Earned",2024-05-30 05:00:00
NXTBh6M6q61NdeEx7UJRV5Op,Interest,NEXO,0.02643209,NEXO,0.02643209,$0.04,-,-,"approved / NEXO Interest Earned",2024-05-30 05:00:00
NXT6RPJXZYHlfSEY8sx7dtuZK,Interest,NEXO,0.02642925,NEXO,0.02642925,$0.04,-,-,"approved / NEXO Interest Earned",2024-05-29 05:00:00
NXT2IwSqWUs2M19ukD4NU2lSC,Interest,USDT,0.72171100,USDT,0.72171100,$0.72,-,-,"approved / USDT Interest Earned",2024-05-29 05:00:00
NXT5vnjrCq9Y37CKmSjevFQK7,Interest,NEXO,0.02642641,NEXO,0.02642641,$0.04,-,-,"approved / NEXO Interest Earned",2024-05-28 05:00:00
NXT4UOTfAnUBP9yEnF2sejypO,Interest,USDT,0.72150500,USDT,0.72150500,$0.72,-,-,"approved / USDT Interest Earned",2024-05-28 05:00:00
NXT3iAiEgoFeyCkw5PBDZaAj0,Interest,NEXO,0.02642357,NEXO,0.02642357,$0.04,-,-,"approved / NEXO Interest Earned",2024-05-27 05:00:00
NXT1vh5vdUI6U95efrFLs5ckE,Interest,USDT,0.72129900,USDT,0.72129900,$0.72,-,-,"approved / USDT Interest Earned",2024-05-27 05:00:00
NXT5aWGrbIIJuBFwAv8uo1pri,Interest,USDT,0.72109300,USDT,0.72109300,$0.72,-,-,"approved / USDT Interest Earned",2024-05-26 05:00:00
NXT32pLzRniSAfDBh3EFh8w1N,Interest,NEXO,0.02642073,NEXO,0.02642073,$0.04,-,-,"approved / NEXO Interest Earned",2024-05-26 05:00:00
NXT561klCC6jgpsJZTwaDXKMb,Interest,USDT,0.72088600,USDT,0.72088600,$0.72,-,-,"approved / USDT Interest Earned",2024-05-25 05:00:00
NXT2TOuuCQn92mHBOoF0sc40l,Interest,NEXO,0.02641789,NEXO,0.02641789,$0.04,-,-,"approved / NEXO Interest Earned",2024-05-25 05:00:00
NXT31lZo829CPn0XkhEHnwMGj,Interest,NEXO,0.02641505,NEXO,0.02641505,$0.04,-,-,"approved / NEXO Interest Earned",2024-05-24 05:00:00
NXT1VqbxmWqrKlhnEqDfLx9iy,Interest,USDT,0.72068000,USDT,0.72068000,$0.72,-,-,"approved / USDT Interest Earned",2024-05-24 05:00:00
NXT7arKnQQbibUCJLzpq2pTjw,Interest,NEXO,0.02641221,NEXO,0.02641221,$0.04,-,-,"approved / NEXO Interest Earned",2024-05-23 05:00:00
NXT31cL6lTHC1AfK5Fd0e0RuN,Interest,USDT,0.72047400,USDT,0.72047400,$0.72,-,-,"approved / USDT Interest Earned",2024-05-23 05:00:00
NXT703zRdu9vW6NQXKnkm5MTs,Interest,USDT,0.72026800,USDT,0.72026800,$0.72,-,-,"approved / USDT Interest Earned",2024-05-22 05:00:00
NXT29T1c9h1OqPZPQgdR0syh3,Interest,NEXO,0.02640938,NEXO,0.02640938,$0.04,-,-,"approved / NEXO Interest Earned",2024-05-22 05:00:00
NXT5ElkGnvWuPF5iY5iUIv81Q,Interest,NEXO,0.02640654,NEXO,0.02640654,$0.04,-,-,"approved / NEXO Interest Earned",2024-05-21 05:00:00
NXT1DvlPKXgjPXhqBpQZBwsrV,Interest,USDT,0.72006200,USDT,0.72006200,$0.72,-,-,"approved / USDT Interest Earned",2024-05-21 05:00:00
NXT1hPctybBO6fKeRJ8cIzSwF,Interest,USDT,0.71985700,USDT,0.71985700,$0.72,-,-,"approved / USDT Interest Earned",2024-05-20 05:00:00
NXT1QPRoS7QSKPphA4WVADrr1,Interest,NEXO,0.02640370,NEXO,0.02640370,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-20 05:00:00
NXT7Gnu0ECv92fc7BVelwFK8C,Interest,USDT,0.71965100,USDT,0.71965100,$0.72,-,-,"approved / USDT Interest Earned",2024-05-19 05:00:00
NXT5fcIYRtdPaWxs03V1OqgjX,Interest,NEXO,0.02640086,NEXO,0.02640086,$0.04,-,-,"approved / NEXO Interest Earned",2024-05-19 05:00:00
NXT6qe0CpdOkRGvT88oGYPtIK,Interest,NEXO,0.02639803,NEXO,0.02639803,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-18 05:00:00
NXT26VYudMgfeCoxF74CcOamL,Interest,USDT,0.71944500,USDT,0.71944500,$0.72,-,-,"approved / USDT Interest Earned",2024-05-18 05:00:00
NXT2oa1W4XViQXwfmGomWCN64,Interest,USDT,0.71923900,USDT,0.71923900,$0.72,-,-,"approved / USDT Interest Earned",2024-05-17 05:00:00
NXT2NEpbeTgp7gXvGiQiZm3mY,Interest,NEXO,0.02639519,NEXO,0.02639519,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-17 05:00:00
NXT5K4hdnGKU0Y1aSvs9yUOlu,Interest,USDT,0.71903400,USDT,0.71903400,$0.72,-,-,"approved / USDT Interest Earned",2024-05-16 05:00:00
NXT2UTQMIT003ljkfpbkUbFzf,Interest,NEXO,0.02639235,NEXO,0.02639235,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-16 05:00:00
NXT2HipOd9HKIa75I8tUVtRAs,Interest,USDT,0.71882800,USDT,0.71882800,$0.72,-,-,"approved / USDT Interest Earned",2024-05-15 05:00:00
NXTu2g96wh7yrEiUYWEhGJAw,Interest,NEXO,0.02638952,NEXO,0.02638952,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-15 05:00:00
NXT31xUpGoCFitH8bc82L8QdH,Interest,NEXO,0.02638668,NEXO,0.02638668,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-14 05:00:00
NXT25j1D5i8rTBQ9zgwsNDOws,Interest,USDT,0.71862300,USDT,0.71862300,$0.72,-,-,"approved / USDT Interest Earned",2024-05-14 05:00:00
NXT33ZqjYZcJiq2rpsZV5RrD8,Interest,USDT,0.71841700,USDT,0.71841700,$0.72,-,-,"approved / USDT Interest Earned",2024-05-13 05:00:00
NXTFgRLsAck4H5BFsKe8YCCL,Interest,NEXO,0.02638385,NEXO,0.02638385,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-13 05:00:00
NXT2BngO5mwIQ5UVO2bwLRQwq,Withdrawal,USDT,-1000.36235800,USDT,1000.00000000,$1000.36,0.36235801,USDT,"approved / USDT withdrawal",2024-05-12 19:10:34
NXT4FaINt2lfArHDH4a5B97Cv,Interest,NEXO,0.02638101,NEXO,0.02638101,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-12 05:00:00
NXT8zggWZdGtxSEiHdCm2QKb,Interest,USDT,0.91712300,USDT,0.91712300,$0.92,-,-,"approved / USDT Interest Earned",2024-05-12 05:00:00
NXT5ojbxPnBIYYw5zv591McVX,Interest,USDT,0.91688300,USDT,0.91688300,$0.92,-,-,"approved / USDT Interest Earned",2024-05-11 05:00:00
NXT37uuODIO0NAiNmdEeuKOmC,Interest,NEXO,0.02637818,NEXO,0.02637818,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-11 05:00:00
NXT3QHowaSctBNQWyjMzVtfhJ,Interest,NEXO,0.02637534,NEXO,0.02637534,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-10 05:00:00
NXTgp3oOeeVmgXOzLxvFSesc,Interest,USDT,0.91664400,USDT,0.91664400,$0.92,-,-,"approved / USDT Interest Earned",2024-05-10 05:00:00
NXT3QIKHzjxM6n2bW0VQlT3JF,Interest,NEXO,0.02637251,NEXO,0.02637251,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-09 05:00:00
NXT1IMfd5S1H1yk4whwvGsz9X,Interest,USDT,0.91640400,USDT,0.91640400,$0.92,-,-,"approved / USDT Interest Earned",2024-05-09 05:00:00
NXT5MihtJ5NPua8mR0SXRINsQ,Interest,USDT,0.91616500,USDT,0.91616500,$0.92,-,-,"approved / USDT Interest Earned",2024-05-08 05:00:00
NXTOOzetHvSjloop7b4WuqWU,Interest,NEXO,0.02636968,NEXO,0.02636968,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-08 05:00:00
NXT5mLr863ehzloi2IiejuzkH,Interest,NEXO,0.02636684,NEXO,0.02636684,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-07 05:00:00
NXTvGAnb4WuONVsvxZdrvqfl,Interest,USDT,0.91592600,USDT,0.91592600,$0.92,-,-,"approved / USDT Interest Earned",2024-05-07 05:00:00
NXT5dJq4lttzxkbHwcdZZnn6X,Interest,NEXO,0.02636401,NEXO,0.02636401,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-06 05:00:00
NXT1NA0wbFedkYGiqAbIIpo8V,Interest,USDT,0.91568700,USDT,0.91568700,$0.92,-,-,"approved / USDT Interest Earned",2024-05-06 05:00:00
NXT35OrmmRIfoWJcmEhzOD0G3,Interest,NEXO,0.02636118,NEXO,0.02636118,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-05 05:00:00
NXT2nkwJFpPi2hX4VB0RfPgJ,Interest,USDT,0.91544800,USDT,0.91544800,$0.92,-,-,"approved / USDT Interest Earned",2024-05-05 05:00:00
NXT5ZLMct5Ix8b5hDMp8oitNe,Interest,NEXO,0.02635834,NEXO,0.02635834,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-04 05:00:00
NXT186wPq0sgd5j73vNHDXGtB,Interest,USDT,0.91520900,USDT,0.91520900,$0.92,-,-,"approved / USDT Interest Earned",2024-05-04 05:00:00
NXT6qTv3TAppPXWLsbr2iabhY,Interest,NEXO,0.02635551,NEXO,0.02635551,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-03 05:00:00
NXT5tDI5EtWSYnF99u4B2Eb4k,Interest,USDT,0.91497000,USDT,0.91497000,$0.92,-,-,"approved / USDT Interest Earned",2024-05-03 05:00:00
NXT4yUvNcgPPfvRpMjy9mT85q,Interest,NEXO,0.02635268,NEXO,0.02635268,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-02 05:00:00
NXT30W0JGdaFKAmLt14eOkoVD,Interest,USDT,0.91473100,USDT,0.91473100,$0.91,-,-,"approved / USDT Interest Earned",2024-05-02 05:00:00
NXT2fUYbprerDIHGhUzTwMrcG,Interest,USDT,0.45886300,USDT,0.45886300,$0.46,-,-,"approved / USDT Interest Earned",2024-05-01 05:00:00
NXT1HtmSC5ghdbHsJaqkWNkcV,Interest,NEXO,0.02634985,NEXO,0.02634985,$0.03,-,-,"approved / NEXO Interest Earned",2024-05-01 05:00:00
NXT6crllBWdDtksTyvBEv81Bj,Withdrawal,USDT,-1200.00000000,USDT,1199.65519341,$1198.89,0.34480658,USDT,"approved / USDT withdrawal",2024-04-30 19:30:52
NXT1aD48Pa2LsVwOUjRCQbxm,Exchange Cashback,USDT,7.36276100,USDT,7.36276100,$7.36,-,-,"approved / 0.25 % on top of your Exchange transaction",2024-04-30 19:27:36
NXT3kgiHlQpmxkhf3UywMcGWo,Exchange,EURX,-2784.13000000,USDT,2945.10455500,$2942.42,-,-,"approved / Exchange EURX to Tether",2024-04-30 19:27:35
NXT14iWvdFh809xhYuwvtvgsL,Exchange Deposited On,EUR,-2784.13000000,EURX,2784.13000000,$2979.02,-,-,"approved / EUR to EURX",2024-04-30 19:25:44
NXT3NouzOs1vixmUNIZtFEnEn,Deposit To Exchange,EUR,2784.13000000,EURX,2784.13000000,$2979.02,-,-,"approved / EUR Top Up",2024-04-30 19:25:44
NXT5rGEgPj0Qv8IVj4aYDBZIM,Interest,NEXO,0.02634702,NEXO,0.02634702,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-30 05:00:00
NXT2W36b9U74UabBvpyvBtUd4,Interest,USDT,0.50019100,USDT,0.50019100,$0.50,-,-,"approved / USDT Interest Earned",2024-04-30 05:00:00
NXT2Rn8729pXS6zQAoALr3UNP,Referral Bonus,BTC,0.00009955,-,0.00000000,$6.35,-,-,"approved / You have received 0.00009955 BTC as a Referral Exchange Commission",2024-04-30 00:05:27
NXT6zlcrkSih1IrrltvYx5BPt,Interest,NEXO,0.02634419,NEXO,0.02634419,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-29 05:00:00
NXTySrhzjAs4qKUCI8JbHX2p,Interest,USDT,0.50004800,USDT,0.50004800,$0.50,-,-,"approved / USDT Interest Earned",2024-04-29 05:00:00
NXT4Q7pJAeBSLoaRLqJS2thlN,Interest,NEXO,0.02634136,NEXO,0.02634136,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-28 05:00:00
NXT3Q6Di0kaynvbXS5yWCn3ze,Interest,USDT,0.49990500,USDT,0.49990500,$0.50,-,-,"approved / USDT Interest Earned",2024-04-28 05:00:00
NXT3ZRAonauc6huHkuWdvGFBK,Interest,USDT,0.49976200,USDT,0.49976200,$0.50,-,-,"approved / USDT Interest Earned",2024-04-27 05:00:00
NXT2s2lF8e0VXGPtyYeqarZlh,Interest,NEXO,0.02633853,NEXO,0.02633853,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-27 05:00:00
NXT6HV8kDN3FGefweUvpo5vrg,Interest,USDT,0.49961900,USDT,0.49961900,$0.50,-,-,"approved / USDT Interest Earned",2024-04-26 05:00:00
NXT18rt1f7QmgHgrGzCOpmJL2,Interest,NEXO,0.02633570,NEXO,0.02633570,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-26 05:00:00
NXT27HDmD4NBfQdu5TPKsmkd2,Interest,NEXO,0.02633287,NEXO,0.02633287,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-25 05:00:00
NXTw5Nrnup2FAnSmr21V8T5N,Interest,USDT,0.49947600,USDT,0.49947600,$0.50,-,-,"approved / USDT Interest Earned",2024-04-25 05:00:00
NXT6nk2vvL64XmYL1SWpbuZKJ,Interest,NEXO,0.02633004,NEXO,0.02633004,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-24 05:00:00
NXT1K48fS3mobh2Ebt3iWFpfd,Interest,USDT,0.49933400,USDT,0.49933400,$0.50,-,-,"approved / USDT Interest Earned",2024-04-24 05:00:00
NXT4IoQQddIwPryN7VlybDeOS,Interest,NEXO,0.02632721,NEXO,0.02632721,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-23 05:00:00
NXT3gUusLBrW3Qayq69HiCGL7,Interest,USDT,0.49919100,USDT,0.49919100,$0.50,-,-,"approved / USDT Interest Earned",2024-04-23 05:00:00
NXT1wDOgJw5NrqjF0FF8YMytL,Interest,NEXO,0.02632438,NEXO,0.02632438,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-22 05:00:00
NXTrltENt0iKitAGZD9hAjKk,Interest,USDT,0.49904800,USDT,0.49904800,$0.50,-,-,"approved / USDT Interest Earned",2024-04-22 05:00:00
NXT4lCmYw0Hqsb8pxK13hk9fv,Interest,USDT,0.49890600,USDT,0.49890600,$0.50,-,-,"approved / USDT Interest Earned",2024-04-21 05:00:00
NXTQg1hT9YoHPX5VGuIDxYbz,Interest,NEXO,0.02632155,NEXO,0.02632155,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-21 05:00:00
NXT7lzrDkoc3miLnjl3fyQYd2,Interest,NEXO,0.02631872,NEXO,0.02631872,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-20 05:00:00
NXT7YUf58EEAbh7Lb5XHWJQpO,Interest,USDT,0.49876300,USDT,0.49876300,$0.50,-,-,"approved / USDT Interest Earned",2024-04-20 05:00:00
NXT5lbTohRVSMinmvWVMKZzYf,Interest,NEXO,0.02631589,NEXO,0.02631589,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-19 05:00:00
NXT20YzA7DAk1BawbxIRgFMgN,Interest,USDT,0.49862000,USDT,0.49862000,$0.50,-,-,"approved / USDT Interest Earned",2024-04-19 05:00:00
NXT6irnYh1XMIC4IhNJApY8F7,Interest,NEXO,0.02631307,NEXO,0.02631307,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-18 05:00:00
NXT369Ru0Nm4Wd6kSPyAfYjD7,Interest,USDT,0.49847800,USDT,0.49847800,$0.50,-,-,"approved / USDT Interest Earned",2024-04-18 05:00:00
NXT1nKdD2edj2xSTqa2nNRrhi,Interest,NEXO,0.02631024,NEXO,0.02631024,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-17 05:00:00
NXTy9uW1PRN863IkrFWMYAUZ,Interest,USDT,0.49833500,USDT,0.49833500,$0.50,-,-,"approved / USDT Interest Earned",2024-04-17 05:00:00
NXT5fdw9LxdUlmdORqcVkQkuH,Interest,NEXO,0.02630741,NEXO,0.02630741,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-16 05:00:00
NXT1n9tHNqoCXyD6pF3ZWssQ8,Interest,USDT,0.49819300,USDT,0.49819300,$0.50,-,-,"approved / USDT Interest Earned",2024-04-16 05:00:00
NXT7cydb2dKckprdAT2hSKYtc,Interest,USDT,0.49805000,USDT,0.49805000,$0.50,-,-,"approved / USDT Interest Earned",2024-04-15 05:00:00
NXT5DrqvRxBm2kUCNLdxMUCBz,Interest,NEXO,0.02630459,NEXO,0.02630459,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-15 05:00:00
NXT6QjL3B0T33TM6RfhWfdSR1,Interest,USDT,0.49790800,USDT,0.49790800,$0.50,-,-,"approved / USDT Interest Earned",2024-04-14 05:00:00
NXT5iIRmw4iwUt6UrZeaV4csr,Interest,NEXO,0.02630176,NEXO,0.02630176,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-14 05:00:00
NXTmUEik0rvixW7ZEUUPCznZ,Interest,USDT,0.49776600,USDT,0.49776600,$0.50,-,-,"approved / USDT Interest Earned",2024-04-13 05:00:00
NXTL1KlswRVSh6icgaNJWnKo,Interest,NEXO,0.02629893,NEXO,0.02629893,$0.03,-,-,"approved / NEXO Interest Earned",2024-04-13 05:00:00
NXT5J87vSyKTgeLrh1fh1GONd,Interest,NEXO,0.02629611,NEXO,0.02629611,$0.04,-,-,"approved / NEXO Interest Earned",2024-04-12 05:00:00
NXT3lIzywwxeSU4hGa1QgwSqi,Interest,USDT,0.49762300,USDT,0.49762300,$0.50,-,-,"approved / USDT Interest Earned",2024-04-12 05:00:00
NXT6fiHrovFArdVKsox8oFB26,Interest,NEXO,0.02629328,NEXO,0.02629328,$0.04,-,-,"approved / NEXO Interest Earned",2024-04-11 05:00:00
NXT1BB2MBQD3vGeJQdu55DzIg,Interest,USDT,0.49748100,USDT,0.49748100,$0.50,-,-,"approved / USDT Interest Earned",2024-04-11 05:00:00
NXT7TS0U5AcnOo0EtYopBm9FG,Interest,NEXO,0.02629046,NEXO,0.02629046,$0.04,-,-,"approved / NEXO Interest Earned",2024-04-10 05:00:00
NXT1FQGVDAKrcZvRHw2Vwjrw1,Interest,USDT,0.49733900,USDT,0.49733900,$0.50,-,-,"approved / USDT Interest Earned",2024-04-10 05:00:00
NXT1YKDE0ryqOiV1GkBRCZPH0,Interest,USDT,0.49719700,USDT,0.49719700,$0.50,-,-,"approved / USDT Interest Earned",2024-04-09 05:00:00
NXT1RfWHfxGjAG5mol31SK7Zv,Interest,NEXO,0.02628763,NEXO,0.02628763,$0.04,-,-,"approved / NEXO Interest Earned",2024-04-09 05:00:00
