Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT7kOZG0JvozRfvMh5TRxnRg,Interest,NEXO,1.92109562,NEXO,1.92109562,$2.43,-,-,"approved / 2.430044 USDT",2025-05-25 05:00:00
NXTLFfsvDXfoetyFxktmH2Cw,Interest,NEXO,0.06540728,NEXO,0.06540728,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-25 05:00:00
NXT6Y2cv9GUNIz1wwNQfOBO2Q,Withdrawal,USDT,-500.23301900,USDT,500.00000000,$500.23,0.23301921,USDT,"approved / USDT withdrawal",2025-05-24 12:55:18
NXT7PtrQcD4r2psNB0ETgs1wc,Interest,NEXO,0.06517589,NEXO,0.06517589,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-24 05:00:00
NXT2hzuitSZz3eHHdra00cm2o,Interest,NEXO,2.08814865,NEXO,2.08814865,$2.61,-,-,"approved / 2.608209 USDT",2025-05-24 05:00:00
NXT6AyGfypyrTudiNCitv6Y9T,Interest,NEXO,0.06495205,NEXO,0.06495205,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-23 05:00:00
NXT5Ey8ama1H3wPFGC0ocGhot,Interest,NEXO,2.01805711,NEXO,2.01805711,$2.61,-,-,"approved / 2.608209 USDT",2025-05-23 05:00:00
NXT6DVvnh7cOzVTpCXRF5S88U,Interest,NEXO,0.06472545,NEXO,0.06472545,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-22 05:00:00
NXT1VsrqWLhGiTV7FawUMJ6oC,Interest,NEXO,2.04391573,NEXO,2.04391573,$2.61,-,-,"approved / 2.608209 USDT",2025-05-22 05:00:00
NXT4E1tjfEUoIoT6PBkWfkpHT,Interest,NEXO,2.04809671,NEXO,2.04809671,$2.61,-,-,"approved / 2.608209 USDT",2025-05-21 05:00:00
NXTt0TjMRQRwXrYzXvYlhwiZ,Interest,NEXO,0.06449844,NEXO,0.06449844,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-21 05:00:00
NXT6r6Klt0Ngt9uMIIkeuDihd,Interest,NEXO,2.06202958,NEXO,2.06202958,$2.61,-,-,"approved / 2.608209 USDT",2025-05-20 05:00:00
NXT2xZfPymgfr1uLLZvXD5Qyw,Interest,NEXO,0.06426994,NEXO,0.06426994,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-20 05:00:00
NXT60yPBM7mEPj634Q6p4iLAr,Interest,NEXO,0.06404655,NEXO,0.06404655,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-19 05:00:00
NXT1xHlXK7bSvDGR9rqP73ao3,Interest,NEXO,2.01483666,NEXO,2.01483666,$2.61,-,-,"approved / 2.608209 USDT",2025-05-19 05:00:00
NXT4suOh8VZhhZzHZyERXwX3r,Interest,NEXO,2.06914212,NEXO,2.06914212,$2.61,-,-,"approved / 2.608209 USDT",2025-05-18 05:00:00
NXT3lAMpDyRHbWCuMWn4xQtr8,Interest,NEXO,0.06381734,NEXO,0.06381734,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-18 05:00:00
NXT7RuWRxrxppzA07vLfJPTkS,Interest,NEXO,2.02886876,NEXO,2.02886876,$2.61,-,-,"approved / 2.608209 USDT",2025-05-17 05:00:00
NXT5tOE45iRJvTlKcWYUtJ51I,Interest,NEXO,0.06359249,NEXO,0.06359249,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-17 05:00:00
NXT2w35469chBMoiprIoV22x7,Interest,NEXO,2.05773797,NEXO,2.05773797,$2.61,-,-,"approved / 2.608209 USDT",2025-05-16 05:00:00
NXTwv8sqeNw0zhbp7D0Z5guS,Interest,NEXO,0.06336455,NEXO,0.06336455,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-16 05:00:00
NXT23JbLrDH28KvfQlIu1A7zj,Interest,NEXO,2.04008931,NEXO,2.04008931,$2.61,-,-,"approved / 2.608209 USDT",2025-05-15 05:00:00
NXT17ABXAyUL4GMQETfBK2zAh,Interest,NEXO,0.06313854,NEXO,0.06313854,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-15 05:00:00
NXT4uoRuAJvPLUfvvGN7HsOal,Interest,NEXO,2.03587743,NEXO,2.03587743,$2.61,-,-,"approved / 2.608209 USDT",2025-05-14 05:00:00
NXT1SuI1kfJzw5t0L1Rf76uj5,Interest,NEXO,0.06291300,NEXO,0.06291300,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-14 05:00:00
NXT5nkeQAxLoKc61CiM9PMj6f,Interest,NEXO,2.06163554,NEXO,2.06163554,$2.61,-,-,"approved / 2.608209 USDT",2025-05-13 05:00:00
NXT26Pe25ywdMNcaXsI0Hm3IK,Interest,NEXO,0.06268473,NEXO,0.06268473,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-13 05:00:00
NXT6L2y4ShhN0AWKu7pFrtGry,Interest,NEXO,2.05277982,NEXO,2.05277982,$2.61,-,-,"approved / 2.608209 USDT",2025-05-12 05:00:00
NXT1OkpCCVpjMnr1Z8BpxnrRE,Interest,NEXO,0.06245742,NEXO,0.06245742,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-12 05:00:00
NXT2hGQ3COMjjByDGg572Us63,Withdrawal,USDT,-1000.00000000,USDT,999.77516670,$1000.19,0.22483329,USDT,"approved / USDT withdrawal",2025-05-11 20:42:16
NXT4dkMop7Z7L69Qios5GEgXN,Interest,NEXO,1.92566068,NEXO,1.92566068,$2.51,-,-,"approved / 2.508316 USDT",2025-05-11 05:00:00
NXT2zAA0cidgu8NYKm3nzaGgw,Interest,NEXO,0.06224380,NEXO,0.06224380,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-11 05:00:00
NXT6k1rnODPbmIKbUQgrIwLKk,Interest,NEXO,1.31869980,NEXO,1.31869980,$1.68,-,-,"approved / 1.676740 USDT",2025-05-10 05:00:00
NXT1y1QyI6DIC1lFd61i20aJX,Interest,NEXO,0.06209542,NEXO,0.06209542,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-10 05:00:00
NXTWo2iP0EuKYJ8YXd3fktcg,Exchange Cashback,USDT,5.77517700,USDT,5.77517700,$5.78,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-05-10 01:08:27
NXT2o6Kkcczt5sBiLMk8qR058,Exchange,EURX,-2074.24000000,USDT,2310.07076400,$2310.12,-,-,"approved / Exchange EURX to Tether",2025-05-10 01:08:27
NXT52QSfwcqyj6UNPqNJUipmo,Exchange Deposited On,EUR,-2074.24000000,EURX,2074.24000000,$2343.89,-,-,"approved / EUR to EURX",2025-05-10 01:05:14
NXT6vbR8F1PO8warhzJywLPcG,Deposit To Exchange,EUR,2074.24000000,EURX,2074.24000000,$2343.89,-,-,"approved / EUR Top Up",2025-05-10 01:05:14
NXT10nSX2fqug0WekpDwzbYz3,Withdrawal,USDT,-1660.00000000,USDT,1659.78085921,$1659.90,0.21914078,USDT,"approved / USDT withdrawal",2025-05-09 16:44:45
NXT24CKk9PMwqdgilVUG4oEaM,Withdrawal,USDT,-1660.00000000,USDT,1659.78109118,$1659.88,0.21890881,USDT,"rejected / USDT withdrawal",2025-05-09 16:35:04
NXTasmRbmSa4MArTmxYqFLZH,Exchange Cashback,USDT,7.39858400,USDT,7.39858400,$7.40,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-05-09 16:34:21
NXT6M037XsFhCTN56wO92Oz2H,Exchange,EURX,-2654.95000000,USDT,2959.43371300,$2959.22,-,-,"approved / Exchange EURX to Tether",2025-05-09 16:34:20
NXT5dQhqTGhXeSnUeJO0XWS34,Exchange Deposited On,EUR,-2654.95000000,EURX,2654.95000000,$3000.09,-,-,"approved / EUR to EURX",2025-05-09 16:15:41
NXT65K6vdr0jP6QMs6SRCelEX,Deposit To Exchange,EUR,2654.95000000,EURX,2654.95000000,$3000.09,-,-,"approved / EUR Top Up",2025-05-09 16:15:41
NXT76Ac3Sov9dCuZ2IX7BUC8r,Interest,NEXO,1.31452673,NEXO,1.31452673,$1.67,-,-,"approved / 1.674105 USDT",2025-05-09 05:00:00
NXT55nlglsDyFiOpioZheszel,Interest,NEXO,0.06194751,NEXO,0.06194751,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-09 05:00:00
NXT2Akohx1tDlgC7l1B3npNmj,Interest,NEXO,1.34456597,NEXO,1.34456597,$1.67,-,-,"approved / 1.674105 USDT",2025-05-08 05:00:00
NXT1C9xQdPDJkcVdh4zudjs6o,Interest,NEXO,0.06179638,NEXO,0.06179638,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-08 05:00:00
NXT6cNIOlPt5dCk2Toslmhpn2,Interest,NEXO,1.32924260,NEXO,1.32924260,$1.67,-,-,"approved / 1.674105 USDT",2025-05-07 05:00:00
NXT5UXECnYbTFmvGTtj7bUMqA,Interest,NEXO,0.06164692,NEXO,0.06164692,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-07 05:00:00
NXT2NrCyZu6FAfVZjttWqdPxp,Withdrawal,USDT,-300.00000000,USDT,299.79369513,$299.95,0.20630486,USDT,"approved / USDT withdrawal",2025-05-06 16:29:25
NXT5BBleyH4L7damuwAX02K01,Interest,NEXO,0.06148846,NEXO,0.06148846,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-06 05:00:00
NXTF2oUgSrxn2hmqoJKzIJPa,Interest,NEXO,1.41307351,NEXO,1.41307351,$1.78,-,-,"approved / 1.780954 USDT",2025-05-06 05:00:00
NXT4Msh1y2DCUL4m0IsM4mjkB,Interest,NEXO,1.45803541,NEXO,1.45803541,$1.78,-,-,"approved / 1.780954 USDT",2025-05-05 05:00:00
NXT3vYr4aSMw5XzTdDtZvLUqr,Interest,NEXO,0.06132519,NEXO,0.06132519,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-05 05:00:00
NXT1xgpPj6ntn725ESKXWloOQ,Withdrawal,USDT,-199.69517500,USDT,199.49300832,$200.00,0.20216667,USDT,"approved / USDT withdrawal",2025-05-04 23:23:54
NXT3myyp1jMHJ6WMqW1UwdYkx,Interest,NEXO,0.06115897,NEXO,0.06115897,$0.08,-,-,"approved / NEXO Interest Earned",2025-05-04 05:00:00
NXT19iW0wvHWwWyFYw3kxbYcI,Interest,NEXO,1.48566556,NEXO,1.48566556,$1.85,-,-,"approved / 1.852079 USDT",2025-05-04 05:00:00
NXT1rsICvOW8CZ6TW0XCLQVkB,Withdrawal,USDT,-172.00000000,USDT,172.00000000,$172.04,-,-,"approved / USDT withdrawal",2025-05-03 15:01:43
NXT7KsZaxS9PR1i44JTiXNATH,Exchange Cashback,USDT,0.60282300,USDT,0.60282300,$0.60,-,-,"approved / 0.5 % on top of your Exchange transaction",2025-05-03 15:00:46
NXT3nx8pGRXUPjDEmTk4PqZph,Exchange,NEXO,-100.00000000,USDT,120.56453300,$120.60,1.59079721,NEXO,"approved / Exchange NEXO Token to Tether",2025-05-03 15:00:45
NXT2JHH1urVvROTrOMRjxv14e,Interest,NEXO,0.07173717,NEXO,0.07173717,$0.09,-,-,"approved / NEXO Interest Earned",2025-05-03 05:00:00
NXT2Grz0LIoNrztQvXglSWkRS,Interest,NEXO,1.48949344,NEXO,1.48949344,$1.87,-,-,"approved / 1.870183 USDT",2025-05-03 05:00:00
NXT7Xygqmu0cPcoukvOrUt8dp,Interest,NEXO,1.51187423,NEXO,1.51187423,$1.87,-,-,"approved / 1.870183 USDT",2025-05-02 05:00:00
NXT6TvMxAq6HEOxRc5FX5sLUr,Interest,NEXO,0.07156701,NEXO,0.07156701,$0.09,-,-,"approved / NEXO Interest Earned",2025-05-02 05:00:00
NXT4K0J4PbWot87KVIo36IyFu,Interest,NEXO,0.07139271,NEXO,0.07139271,$0.09,-,-,"approved / NEXO Interest Earned",2025-05-01 05:00:00
NXT45ytovDpJ7Y0QqAQ31vEgd,Interest,NEXO,1.55064462,NEXO,1.55064462,$1.87,-,-,"approved / 1.870183 USDT",2025-05-01 05:00:00
NXT2BvLnfcJbra648Rbc7OIB,Withdrawal,USDT,-250.20672100,USDT,250.00000000,$250.24,0.20672100,USDT,"approved / USDT withdrawal",2025-04-30 22:56:21
NXT4FnPBmJOAsZkNuIaHzwGt8,Interest,NEXO,1.61668465,NEXO,1.61668465,$1.96,-,-,"approved / 1.959298 USDT",2025-04-30 05:00:00
NXT3JtmKmUlTF9VRTqcKXcQFX,Interest,NEXO,0.07121133,NEXO,0.07121133,$0.09,-,-,"approved / NEXO Interest Earned",2025-04-30 05:00:00
NXT6kAl8nPbMGPjO39MTYntfV,Interest,NEXO,0.07102947,NEXO,0.07102947,$0.09,-,-,"approved / NEXO Interest Earned",2025-04-29 05:00:00
NXTygELD10xjyUKdi867gmGM,Interest,NEXO,1.62129955,NEXO,1.62129955,$1.96,-,-,"approved / 1.959298 USDT",2025-04-29 05:00:00
NXT56LbI63uktBH5NlBaoh50z,Interest,NEXO,1.75853932,NEXO,1.75853932,$1.96,-,-,"approved / 1.959298 USDT",2025-04-28 05:00:00
NXT1Yohol3hO8LQZqc5cs9lPi,Interest,NEXO,0.07083289,NEXO,0.07083289,$0.08,-,-,"approved / NEXO Interest Earned",2025-04-28 05:00:00
NXT65Pk3baqykR00h2oeSpiKh,Interest,NEXO,0.07063857,NEXO,0.07063857,$0.08,-,-,"approved / NEXO Interest Earned",2025-04-27 05:00:00
NXT15A4hXsuZ5G1MiJN6HaRxZ,Interest,NEXO,1.73764636,NEXO,1.73764636,$1.96,-,-,"approved / 1.959298 USDT",2025-04-27 05:00:00
NXT3W6ql05DJdm6NrSMJ7GQTb,Interest,NEXO,1.74697730,NEXO,1.74697730,$1.96,-,-,"approved / 1.959298 USDT",2025-04-26 05:00:00
NXT7eD4DQBcp2ReOpGYGSW1P,Interest,NEXO,0.07044327,NEXO,0.07044327,$0.08,-,-,"approved / NEXO Interest Earned",2025-04-26 05:00:00
NXT5Njox2U0bi7QmDpIYBL2ix,Interest,NEXO,0.07024808,NEXO,0.07024808,$0.08,-,-,"approved / NEXO Interest Earned",2025-04-25 05:00:00
NXT22JhG91XOCAng4inEI7QBG,Interest,NEXO,1.74611917,NEXO,1.74611917,$1.96,-,-,"approved / 1.959298 USDT",2025-04-25 05:00:00
NXT585JW1fajQRU7f5iRPLdl7,Interest,NEXO,1.77177435,NEXO,1.77177435,$1.96,-,-,"approved / 1.959298 USDT",2025-04-24 05:00:00
NXT381o5Xs2ns3lKyeCFuWqeU,Interest,NEXO,0.07005016,NEXO,0.07005016,$0.08,-,-,"approved / NEXO Interest Earned",2025-04-24 05:00:00
NXT7Bpb1O3LGNWvHD0v2mWJBe,Interest,NEXO,0.06985002,NEXO,0.06985002,$0.08,-,-,"approved / NEXO Interest Earned",2025-04-23 05:00:00
NXT192htQrJvIUNWqyOK2KBGm,Interest,NEXO,1.79266673,NEXO,1.79266673,$1.96,-,-,"approved / 1.959298 USDT",2025-04-23 05:00:00
NXT42H5xQsLt9Q4B33mpmcVcW,Interest,NEXO,0.06964077,NEXO,0.06964077,$0.07,-,-,"approved / NEXO Interest Earned",2025-04-22 05:00:00
NXT326vLQgZZG5JLUR2mNFqsT,Interest,NEXO,1.87758944,NEXO,1.87758944,$1.96,-,-,"approved / 1.959298 USDT",2025-04-22 05:00:00
NXT3T9XBUveTQKiahDgM4cUR2,Withdrawal,USDT,-500.00000000,USDT,500.00000000,$499.97,-,-,"approved / USDT withdrawal",2025-04-21 14:25:04
NXT5fSrpIcC7z1XgyS7FGgMXJ,Interest,NEXO,2.08851347,NEXO,2.08851347,$2.14,-,-,"approved / 2.137380 USDT",2025-04-21 05:00:00
NXT3OAvtLUZlmHtaebudyFO5z,Interest,NEXO,0.06940888,NEXO,0.06940888,$0.07,-,-,"approved / NEXO Interest Earned",2025-04-21 05:00:00
NXT4nofT852zelMLg99vEZLMX,Interest,NEXO,2.06866190,NEXO,2.06866190,$2.14,-,-,"approved / 2.137380 USDT",2025-04-20 05:00:00
NXTk8PnhmJtKOrzotZc8LHqe,Interest,NEXO,0.06917915,NEXO,0.06917915,$0.07,-,-,"approved / NEXO Interest Earned",2025-04-20 05:00:00
NXT65N64V2hDdbOpUg3LDfZ2o,Interest,NEXO,2.09580785,NEXO,2.09580785,$2.14,-,-,"approved / 2.137380 USDT",2025-04-19 05:00:00
NXT5QWdr4UrPhzeK3L0ZliPAt,Interest,NEXO,0.06894652,NEXO,0.06894652,$0.07,-,-,"approved / NEXO Interest Earned",2025-04-19 05:00:00
NXT4XRmJx411hYkXLJRtYUnhz,Interest,NEXO,2.08143280,NEXO,2.08143280,$2.14,-,-,"approved / 2.137380 USDT",2025-04-18 05:00:00
NXT1uXqkDe4M9Lxo16LYGxc2G,Interest,NEXO,0.06871547,NEXO,0.06871547,$0.07,-,-,"approved / NEXO Interest Earned",2025-04-18 05:00:00
NXT7AOGeFZHxsEfzVJa5DzBE4,Interest,NEXO,0.06848249,NEXO,0.06848249,$0.07,-,-,"approved / NEXO Interest Earned",2025-04-17 05:00:00
NXT5vmUIEMnO8o5eSCnZlcaP6,Interest,NEXO,2.09958798,NEXO,2.09958798,$2.14,-,-,"approved / 2.137380 USDT",2025-04-17 05:00:00
NXT6jWqDS6yZ6BaNDHKx91zgF,Interest,NEXO,0.06824724,NEXO,0.06824724,$0.07,-,-,"approved / NEXO Interest Earned",2025-04-16 05:00:00
NXT5EsanUaOldy2TnLcF0SvKg,Interest,NEXO,2.12094456,NEXO,2.12094456,$2.14,-,-,"approved / 2.137380 USDT",2025-04-16 05:00:00
NXT5b26DI8pNPX3aWtV4QFxp6,Interest,NEXO,0.06801961,NEXO,0.06801961,$0.07,-,-,"approved / NEXO Interest Earned",2025-04-15 05:00:00
NXT19uTTAmo0ixgmcq6iJ7wa6,Interest,NEXO,2.05026977,NEXO,2.05026977,$2.14,-,-,"approved / 2.137380 USDT",2025-04-15 05:00:00
NXT4cOqdJz5LQyZ0Wvj9JUgs4,Interest,NEXO,0.06778703,NEXO,0.06778703,$0.07,-,-,"approved / NEXO Interest Earned",2025-04-14 05:00:00
NXT2AVedqbT3bNetNHowXkr7r,Interest,NEXO,2.09652963,NEXO,2.09652963,$2.14,-,-,"approved / 2.137380 USDT",2025-04-14 05:00:00
NXT3GRxRr40c0Sxp3w96SOHXN,Interest,NEXO,0.06756174,NEXO,0.06756174,$0.07,-,-,"approved / NEXO Interest Earned",2025-04-13 05:00:00
NXT2AALPL3ulV5a0n0bCi1HfY,Interest,NEXO,2.02898838,NEXO,2.02898838,$2.14,-,-,"approved / 2.137380 USDT",2025-04-13 05:00:00
NXT4r39ObrIEaHjd8bR1ZjVq6,Interest,NEXO,0.06733503,NEXO,0.06733503,$0.07,-,-,"approved / NEXO Interest Earned",2025-04-12 05:00:00
NXT3DocMdotcsVTx7bG86rVC6,Interest,NEXO,2.04236945,NEXO,2.04236945,$2.14,-,-,"approved / 2.137380 USDT",2025-04-12 05:00:00
NXT49I7HKrVHB4sNBqmOFEXUw,Interest,NEXO,0.06710098,NEXO,0.06710098,$0.07,-,-,"approved / NEXO Interest Earned",2025-04-11 05:00:00
NXTDzNMewmp02t1nQNxhGNCg,Interest,NEXO,2.11088070,NEXO,2.11088070,$2.14,-,-,"approved / 2.137380 USDT",2025-04-11 05:00:00
NXT6hphTOpOMo5W1fdZhRCyc5,Withdrawal,USDT,-600.19875500,USDT,600.00000000,$599.85,0.19875580,USDT,"approved / USDT withdrawal",2025-04-10 22:25:53
NXT6BFlMxiZCqEBUgbZeShjKS,Interest,NEXO,0.06688794,NEXO,0.06688794,$0.07,-,-,"approved / NEXO Interest Earned",2025-04-10 05:00:00
NXT3WYl3tYWJkXKcOedFAwPn5,Interest,NEXO,1.91561538,NEXO,1.91561538,$1.99,-,-,"approved / 1.989434 USDT",2025-04-10 05:00:00
NXT5ugm8cJeanog6ZOdqVsxj9,Interest,NEXO,1.46446170,NEXO,1.46446170,$1.40,-,-,"approved / 1.398020 USDT",2025-04-09 05:00:00
NXT1E4Gw5s4UZzGY7iu3CAPkw,Interest,NEXO,0.06672340,NEXO,0.06672340,$0.06,-,-,"approved / NEXO Interest Earned",2025-04-09 05:00:00
NXT3K0BcdVD4fZ4LZqfa9RVCG,Withdrawal,USDT,-1000.00000000,USDT,999.80718553,$999.66,0.19281446,USDT,"approved / USDT withdrawal",2025-04-08 11:17:21
NXT6xd48c9P0y0fO7R1GtgzEx,Exchange Cashback,USDT,7.40605500,USDT,7.40605500,$7.40,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-04-08 11:15:13
NXT3hhsToPNud9x78iRETVUXB,Exchange,EURX,-2735.41000000,USDT,2962.42183200,$2961.41,-,-,"approved / Exchange EURX to Tether",2025-04-08 11:15:12
NXT2uQKCXELZHpXW43euk65bN,Exchange Deposited On,EUR,-2735.41000000,EURX,2735.41000000,$2981.60,-,-,"approved / EUR to EURX",2025-04-08 11:14:17
NXT8nYDsHBmcaegcgU4HXadp,Deposit To Exchange,EUR,2735.41000000,EURX,2735.41000000,$2981.60,-,-,"approved / EUR Top Up",2025-04-08 11:14:17
NXT3AGwWsJ8LyGt7f1sLtoj48,Exchange Cashback,USDT,11.54480100,USDT,11.54480100,$11.54,-,-,"approved / 0.5 % on top of your Exchange transaction",2025-04-07 21:02:05
NXTBWFsBpp49gJrtrML2j3Z,Exchange,EURX,-2139.57000000,USDT,2308.96026100,$2307.95,-,-,"approved / Exchange EURX to Tether",2025-04-07 21:02:05
NXT46sKD13PvCRNivh7AI4s4p,Exchange Deposited On,EUR,-2139.57000000,EURX,2139.57000000,$2332.13,-,-,"approved / EUR to EURX",2025-04-07 21:00:23
NXT75oW6ef7hjfpbDeCX2IinV,Deposit To Exchange,EUR,2139.57000000,EURX,2139.57000000,$2332.13,-,-,"approved / EUR Top Up",2025-04-07 21:00:23
NXT1JipAasHsogVty3Cobfe4L,Exchange,EURX,-2159.75000000,USDT,2310.36117400,$2310.31,-,-,"approved / Exchange EURX to Tether",2025-03-06 01:38:57
NXTvc5wiwaJYVequZTVyKmNx,Exchange Deposited On,EUR,-2159.75000000,EURX,2159.75000000,$2332.53,-,-,"approved / EUR to EURX",2025-03-06 01:37:40
NXT40CLFd4OSYEji7PVjXfSdt,Deposit To Exchange,EUR,2159.75000000,EURX,2159.75000000,$2332.53,-,-,"approved / EUR Top Up",2025-03-06 01:37:40
NXT6x3y5WN0p918EVE7ArM7tV,Withdrawal,USDT,-3874.00000000,USDT,3873.65204861,$3871.77,0.34795138,USDT,"approved / USDT withdrawal",2025-03-03 22:15:16
NXT1VIIfkENdeVUStIx22VAzE,Exchange,EURX,-3177.76000000,USDT,3299.26738100,$3297.34,-,-,"approved / Exchange EURX to Tether",2025-03-03 22:11:41
NXT2Ftgqb5H17eDQqRqL2VpMU,Exchange Deposited On,EUR,-3177.76000000,EURX,3177.76000000,$3304.87,-,-,"approved / EUR to EURX",2025-03-03 08:56:00
NXTwvXiicy4Hdgh5eOQVbloR,Deposit To Exchange,EUR,3177.76000000,EURX,3177.76000000,$3304.87,-,-,"approved / EUR Top Up",2025-03-03 08:56:00
NXT4CxDsTKQi6hXnzHiFy5zfg,Interest,NEXO,0.15350997,NEXO,0.15350997,$0.20,-,-,"approved / 0.204917 USDT",2025-02-22 06:00:00
NXT2HtJvFHiTNvNhLmMX9YW6V,Interest,NEXO,0.06669974,NEXO,0.06669974,$0.09,-,-,"approved / NEXO Interest Earned",2025-02-22 06:00:00
NXT7BzkdO1VVkzAvitluYJWNk,Interest,NEXO,0.15274866,NEXO,0.15274866,$0.20,-,-,"approved / 0.204917 USDT",2025-02-21 06:00:00
NXT2sNzLD52VGZnGNwQlmIhKt,Interest,NEXO,0.06667616,NEXO,0.06667616,$0.09,-,-,"approved / NEXO Interest Earned",2025-02-21 06:00:00
NXT311jfN4UVgWGkKA0s850KM,Interest,NEXO,0.06665250,NEXO,0.06665250,$0.09,-,-,"approved / NEXO Interest Earned",2025-02-20 06:00:00
NXT2G5qa8M6jzc3rtK6bAi5rc,Interest,NEXO,0.15354938,NEXO,0.15354938,$0.20,-,-,"approved / 0.204917 USDT",2025-02-20 06:00:00
NXT4SOxWXeBwgmM40i9fcCPy5,Interest,NEXO,0.15344293,NEXO,0.15344293,$0.20,-,-,"approved / 0.204917 USDT",2025-02-19 06:00:00
NXT3sjrLjBgA2DZC8zcfNF7UO,Interest,NEXO,0.06662885,NEXO,0.06662885,$0.09,-,-,"approved / NEXO Interest Earned",2025-02-19 06:00:00
NXT2RYznxtV2sqJWSsiOBvOmJ,Interest,NEXO,0.15266082,NEXO,0.15266082,$0.20,-,-,"approved / 0.204917 USDT",2025-02-18 06:00:00
NXT22vmqOc89Vths3E0N11lOi,Interest,NEXO,0.06660529,NEXO,0.06660529,$0.09,-,-,"approved / NEXO Interest Earned",2025-02-18 06:00:00
NXT6RuyefLDPyV2ttdONo1A50,Interest,NEXO,0.15222409,NEXO,0.15222409,$0.20,-,-,"approved / 0.204917 USDT",2025-02-17 06:00:00
NXT2dsghpr70XEowSZQO8cONK,Interest,NEXO,0.06658177,NEXO,0.06658177,$0.09,-,-,"approved / NEXO Interest Earned",2025-02-17 06:00:00
NXT5LffJHBj4JmtejaU1cUbIh,Interest,NEXO,0.06655853,NEXO,0.06655853,$0.09,-,-,"approved / NEXO Interest Earned",2025-02-16 06:00:00
NXT26GnbkKyVVkZJ82bS0Lxm7,Interest,NEXO,0.14978361,NEXO,0.14978361,$0.20,-,-,"approved / 0.204917 USDT",2025-02-16 06:00:00
NXT24y9Tuqy4b44o5ACnYtF1y,Interest,NEXO,0.06653532,NEXO,0.06653532,$0.09,-,-,"approved / NEXO Interest Earned",2025-02-15 06:00:00
NXT7LkPmzJh5hGURckfZ86N0,Interest,NEXO,0.14938742,NEXO,0.14938742,$0.20,-,-,"approved / 0.204917 USDT",2025-02-15 06:00:00
NXT7V0prX1nDQ36MRV9XtYEFN,Interest,NEXO,0.15452322,NEXO,0.15452322,$0.20,-,-,"approved / 0.204917 USDT",2025-02-14 06:00:00
NXT1IvqfIZbECIRddVKScTEPJ,Interest,NEXO,0.06651157,NEXO,0.06651157,$0.09,-,-,"approved / NEXO Interest Earned",2025-02-14 06:00:00
NXT6QvBUukVNDT8PlkY90iPmv,Interest,NEXO,0.15135991,NEXO,0.15135991,$0.21,-,-,"approved / 0.204917 USDT",2025-02-13 06:00:00
NXT6Krz9nEoR7Ce14cWXdlyjX,Interest,NEXO,0.06648816,NEXO,0.06648816,$0.09,-,-,"approved / NEXO Interest Earned",2025-02-13 06:00:00
NXT7DmiiisHac3U51XJOpI13s,Interest,NEXO,0.15639628,NEXO,0.15639628,$0.20,-,-,"approved / 0.204917 USDT",2025-02-12 06:00:00
NXT4sin1dDkjAKAvS2G679faB,Interest,NEXO,0.06646421,NEXO,0.06646421,$0.09,-,-,"approved / NEXO Interest Earned",2025-02-12 06:00:00
NXT20JxT359zEgsJ7HsBIfYpf,Interest,NEXO,0.00419158,NEXO,0.00419158,$0.01,-,-,"approved / 0.005581 USDT",2025-02-11 06:00:00
NXTujKxKzNaFMC6o0guzjvM4,Interest,NEXO,0.06645662,NEXO,0.06645662,$0.09,-,-,"approved / NEXO Interest Earned",2025-02-11 06:00:00
NXT4UIj0Nek13GecuOza60ojS,Withdrawal,USDT,-2400.00000000,USDT,2400.00000000,$2400.51,-,-,"approved / USDT withdrawal",2025-02-10 16:41:37
NXT62ap632Ol9Ie5Zi2OUgPGz,Exchange Cashback,USDT,14.30984500,USDT,14.30984500,$14.31,-,-,"approved / 0.5 % on top of your Exchange transaction",2025-02-10 16:39:22
NXT151uhlhH8coMLmgx8kvDSw,Exchange,EURX,-2804.43000000,USDT,2861.96894200,$2862.58,-,-,"approved / Exchange EURX to Tether",2025-02-10 16:39:22
